ID,Topic,Count,Name,Representation,Representative_Docs
10,9,7776,9_frauen_gewalt_gewalt frauen_mädchen,"['frauen', 'gewalt', 'gewalt frauen', 'mädchen', 'frau', 'girls', 'schwangerschaftsabbrüche', 'day', 'tag', 'girls day']","['Immer mehr Frauen Deutschland Gewalt betroffen Fast Tag Deutschland Femizid verübt drei Minuten Frau Mädchen Deutschland Opfer häuslicher Gewalt Tag mehr Frauen Mädchen Deutschland Sexualstraftat betroffen Blick Rest Welt zeigt bedrohliche Tendenzen inakzeptabel verlangt entschlossenes Handeln Gewalt Frauen geht November Internationalen Tag Beseitigung Gewalt Frauen Tag Frauen verdienen Schutz Unterstützung spdbt Frauenhäuser besser ausstatten Beratungsangebote ausbauen Prävention stärken Partnerschaftsgewalt familienrechtlichen Verfahren konsequent berücksichtigt Gleichzeitig setzen sexuelle Selbstbestimmung Frauen dafür Täter volle Härte Gesetzes spüren Fotos Anne Friedrich GegenGewaltAnFrauen OrangeDay OrangeTheWorld unwomen unwomengermany spdbt spdde', 'Gestern Internationale Tag Gewalt Frauen Hilfetelefon Gewalt Frauen bietet Internet Unterstützung Frauen Gewalt betroffen schweigenbrechen', 'brechen Schweigen Fast Tag Deutschland Femizid verübt drei Minuten Frau Mädchen Deutschland Opfer häuslicher Gewalt Tag mehr Frauen Mädchen Deutschland Sexualstraftat betroffen Zahlen zeigen Gewalt Frauen nimmt akzeptieren sollten Gesellschaft akzeptieren Frauen verdienen Schutz Unterstützung Frauenhäuser besser ausstatten Beratungsangebote ausbauen Prävention stärken Partnerschaftsgewalt familienrechtlichen Verfahren konsequent berücksichtigt Gleichzeitig setzen sexuelle Selbstbestimmung Frauen dafür Täter volle Härte Gesetzes spüren Gewalt Frauen geht November Internationalen Tag Beseitigung Gewalt Frauen Tag Hilfetelefon Gewalt Frauen wenden bundesweites Beratungsangebot Frauen Gewalt erlebt erleben Nummer via bekommen Betroffene Nationalitäten Behinderung Tage Jahr rund Uhr Unterstützung Angehörige Freund innen sowie Fachkräfte anonym kostenfrei beraten hilfetelefongewaltgegenfrauen SchweigenBrechen internationalertaggegengewaltanfrauen orangetheworld']"
11,10,6781,10_euro_bürgergeld_rente_prozent,"['euro', 'bürgergeld', 'rente', 'prozent', 'mehr', 'steuern', 'bafög', 'geld', 'schuldenbremse', 'renten']","['sorgen sichere Rente Zukunft Bundesregierung heute dafür sogenannte Rentenpaket II beschlossen Herzstück Pakets sichern Rentenniveau langfristig mindestens Prozent klingt erstmal ziemlich abstrakt sperrig macht heute arbeiten Zukunft echten Unterschied Schauen genauer Vereinfacht dargestellt Rentenniveau ausgedrückt Renten Verhältnis Löhnen entwickeln statistischer Wert Verhältnis Löhnen Altersbezügen angibt genauer gesagt Verhältnis sogenannten Standardrente aktuellen Durchschnittsverdienst Sinkt Rentnerinnen Rentner Lohnentwicklung abgekoppelt Verhältnis arbeitenden Bevölkerung ärmer geltendem Recht Rentenpaket II Niveau schon bald Prozent längerfristig sogar Prozent sinken genau verhindern Rente aussieht paar greifbare Beispiele Rente Jahr beispielsweise Euro fällt knapp Euro gut Prozent höher Rentenpaket II ausgebildete Krankenschwester Sachsen verdient rund Euro pro Monat heute Jahre alt Jahr Erwerbsjahren Alter Jahren Rente geht Rente dank Rentenpakets statt rund Euro rund betragen Plus rund Euro Jahr Wäre heute erst Jahre alt erst Jahr Erwerbsjahren Alter Jahren Rente gehen wäre Differenz rund Euro Prozent Jahr sogar höher Rente tap', 'gibt ab Januar mehr arbeitende Mitte entlasten heben Grundfreibetrag Einkommensteuer Euro Euro mehr Mehr Familien Familien höhere Freibeträge Kinder Ausbildungsbedarf Euro mehr Geld Verfügung Wer Bürgergeld Kinderzuschlag Wohngeld bezieht Prozent erhöhte Unterstützung Schulbedarf Kinder bekommen Kinderzuschlag niedrigen Einkommen steigt Euro pro Monat höhere Mindestvergütung Auszubildende Mindestvergütung Azubis steigt ersten Lehrjahr Euro Euro mehr Ab April gibt außerdem Ausbildungsgarantie Mindestlöhne Beschäftigte hoch Mindestlohn steigt Euro setzen höheren Mindestlohn dafür sorgen Arbeitnehmerseite Mindestlohnkommission mehr überstimmt Bürgergeld steigt Regelsätze Bürgergeldes Berücksichtigung Preisentwicklung erhöht Alleinstehende bekommen Euro Paare Euro Kinder je Alter Euro Euro mehr Berufliche Qualifikation Weiterbildungsbonus Euro gefördert Pflegegeld angehoben Pflegegeld steigt Prozent Zuschüsse Eigenanteil Pflegekosten erhöht ersten Jahr steigt Zuschuss fünf Prozent zweiten Jahr Prozent dritten Jahr Prozent ab vierten Jahr Prozent', 'Ab Januar gibt mehr arbeitende Mitte entlasten heben Grundfreibetrag Einkommensteuer Euro Euro mehr Mehr Familien Familien höhere Freibeträge Kinder Ausbildungsbedarf Euro mehr Geld Verfügung Wer Bürgergeld Kinderzuschlag Wohngeld bezieht Prozent erhöhte Unterstützung Schulbedarf Kinder bekommen Kinderzuschlag niedrigen Einkommen steigt Euro pro Monat höhere Mindestvergütung Auszubildende Mindestvergütung Azubis steigt ersten Lehrjahr Euro Euro mehr Ab April gibt außerdem Ausbildungsgarantie Mindestlöhne Beschäftigte hoch Mindestlohn steigt Euro setzen höheren Mindestlohn dafür sorgen Arbeitnehmerseite Mindestlohnkommission mehr überstimmt Bürgergeld steigt Regelsätze Bürgergeldes Berücksichtigung Preisentwicklung erhöht Alleinstehende bekommen Euro Paare Euro Kinder je Alter Euro Euro mehr Berufliche Qualifikation Weiterbildungsbonus Euro gefördert Pflegegeld angehoben Pflegegeld steigt Prozent Zuschüsse Eigenanteil Pflegekosten erhöht ersten Jahr steigt Zuschuss fünf Prozent zweiten Jahr Prozent dritten Jahr Prozent ab vierten Jahr Prozent']"
12,11,6697,11_danke_ostern_moin_wochenende,"['danke', 'ostern', 'moin', 'wochenende', 'frohe', 'frohe ostern', 'frühling', 'moin moin', 'morgen', 'schönes']","['Frohe Ostern', 'Frohe Ostern', 'Frohe Ostern']"
13,12,5924,12_kinder_kindern_schulen_familien,"['kinder', 'kindern', 'schulen', 'familien', 'kinderrechte', 'bildung', 'kind', 'kindergrundsicherung', 'kindersoldaten', 'jugendliche']","['stellen Weichen starke Zukunft junge Menschen Familien vier Punkte stehen dabei ganz oben Zettel Schulen besonders vielen Schüler innen sozial benachteiligten Verhältnissen unterstützen sollen Geld Schulbau Sozialarbeit selbstverwaltetes Chancenbudget bekommen Kinder gleiche Chancen verdient unabhängig Wohnort Elternhaus Deutschland darf Kind Armut aufwachsen Kinderarmut bekämpfen reicht mehr kleinen Stellschrauben drehen große Lösung her Kindergrundsicherung materielle Absicherung gute Bildung soziale Teilhabe Raus Warteschleife garantiert rein Ausbildung Dafür gehen Ausbildungsgarantie Jugendlichen Berufsausbildung zusichern vorrangig Betrieb Viele Eltern Erwerbsarbeit Alltag partnerschaftlich aufteilen gerne mehr Spielraum ermöglichen weiteren Partnermonat Elterngeld zweiwöchigen vergüteten Freistellung Geburt Kindes Partner Analog Mutterschutz vollem Lohnausgleich selbstverständlich Alleinerziehende spd ludwigsburg familie zukunft schule investieren', 'Kurz Beginn Sitzungsjahres Bundestag Kreise Klausurtagung getroffen stellen Weichen starke Zukunft junge Menschen Familien vier Punkte stehen dabei ganz oben Zettel Schulen besonders vielen Schüler innen sozial benachteiligten Verhältnissen unterstützen sollen Geld Schulbau Sozialarbeit selbstverwaltetes Chancenbudget bekommen Kinder gleiche Chancen verdient unabhängig Wohnort Elternhaus Deutschland darf Kind Armut aufwachsen Kinderarmut bekämpfen reicht mehr kleinen Stellschrauben drehen große Lösung her Kindergrundsicherung materielle Absicherung gute Bildung soziale Teilhabe Raus Warteschleife garantiert rein Ausbildung Dafür gehen Ausbildungsgarantie Jugendlichen Berufsausbildung zusichern vorrangig Betrieb Viele Eltern Erwerbsarbeit Alltag partnerschaftlich aufteilen gerne mehr Spielraum ermöglichen weiteren Partnermonat Elterngeld zweiwöchigen vergüteten Freistellung Geburt Kindes Partner Analog Mutterschutz vollem Lohnausgleich selbstverständlich Alleinerziehende Bundestag SPD Zukunft Bildung Schule Ausbildung Kinder Eltern Familie Elterngeld Kindergrundsicherung', 'stellen Weichen starke Zukunft Kinder junge Menschen Familien vier Punkte stehen dabei ganz oben Zettel Schulen besonders vielen Schüler innen finanziell benachteiligten Verhältnissen unterstützen sollen Geld Schulbau Sozialarbeit selbstverwaltetes Chancenbudget bekommen Kinder gleiche Chancen verdient unabhängig Wohnort Elternhaus Deutschland darf Kind Armut aufwachsen Kinderarmut bekämpfen reicht mehr kleinen Stellschrauben drehen große Lösung her Kindergrundsicherung materielle Absicherung gute Bildung soziale Teilhabe Raus Warteschleife garantiert rein Ausbildung Dafür gehen Ausbildungsgarantie Jugendlichen Berufsausbildung zusichern vorrangig Betrieb Viele Eltern Erwerbsarbeit Alltag partnerschaftlich aufteilen gerne mehr Spielraum ermöglichen weiteren Partnermonat Elterngeld zweiwöchigen vergüteten Freistellung Geburt Kindes Partner Analog Mutterschutz vollem Lohnausgleich selbstverständlich Alleinerziehende menschenimblick spdbt sozialepolitikfürdich startchancenprogramm chancengleichheit chancengerechtigkeit kinder kindergrundsicherung kinderarmut jugendliche ausbildungsgarantie berufsausbildung eltern familien']"
14,13,5213,13_digitalisierung_digitale_ki_digitalen,"['digitalisierung', 'digitale', 'ki', 'digitalen', 'internet', 'digital', 'breitbandausbau', 'bildung', 'intelligenz', 'schulen']","['Schnelles Internet Land Geld Bund Gigabitförderung Heute Bundesminister Volker Wissing FDP Förderbescheide Verlegung Glasfaserkabel bessere schnellere Internetanbindung übergeben Sachsen profitieren zahlreiche Gemeinden Städte Förderung vielfacher Millionenhöhe Vogtland etwa geht Gesamtkosten reichlich Millionen Euro Bund gibt rund Millionen Euro Vogtlandkreis investiert Erschließung unterversorgten Orten Limbach Neumark Pöhl Steinberg Weischlitz sowie Städten Elsterberg Lengenfeld Treuen Gemeinden Bennewitz Lossatal Thallwitz Stadt Wurzen Region Leipzig bekommen finanzielle Unterstützung Bund Gesamtkosten rund Millionen Euro Bund gibt Millionen Euro Geld Erschließung Glasfaser gibt zudem vogtländischen Gemeinden Bergen Grünbach Muldenhammer Theuma Tirpersdorf Werda sowie Bad Elster Klingenthal Markneukirchen Gesamtsumme Millionen Euro Bund Millionen Euro Stadt Grimma erhält Gesamtkosten rund Millionen Euro Bundesförderung knapp Millionen Euro breitbandausbau glasfaser schnellesinternet breitband digitalisierung glasfaserausbau internet infrastruktur glasfaserkabel highspeed tiefbau telekommunikation breitbandkommunikation datenkommunikation netzwerk deutschland europa', 'passiert schon heute Künstliche Intelligenz all Facetten erlebbar Anfang Woche gemeinsam tabearoessner maikaussendorf Zentrum erlebbare KI Digitalisierung ZEKI besucht spannende Einblicke neusten Forschungsprojekte erhalten gesehen vielen Stellschrauben daran gearbeitet KI Gesellschaft nutzbar Gesundheitswesen beim autonomen Fahren Umwelttechnologien KI basieren schön sehen weit schon vielen Themen gekommen Digitalpolitik immer vorantreiben gesellschaftlichen Herausforderungen KI besser meistern gefreut digitalpolitischen Perspektiven einzubringen gemeinsam Entwicklung kluger anzugehen herzliches Dankeschön Team ZEKI Austausch Eindrücke hierzu Digitalisierung KünstlicheIntelligenz Innovation Technologie Forschung', 'Künstliche Intelligenz Segen Fluch Transformation Bedeutung Künstlichen Intelligenz momentan diskutiert spätestens seit Programm ChatGPT frei nutzbare Künstliche Intelligenz Markt gebracht wurde Viele Menschen Sorge dank Künstlicher Intelligenz demnächst Computer Arbeitsplätze wegnehmen Ethische Bedenken hört vielen Richtungen darum drehen Gesellschaft überhaupt schon Lage Auswirkungen Künstlichen Intelligenz überblicken andersherum Praxistest gemacht ChatGPT gebeten schreiben warum Künstliche Intelligenz Transformation Deutschland zentraler Bedeutung Antwort ChatGPT Künstliche Intelligenz KI spielt entscheidende Rolle Transformation Deutschlands digitale Zukunft Technologie Potenzial nahezu Bereiche täglichen Lebens revolutionieren bietet immense Chancen Unternehmen Gesellschaft größten Herausforderungen denen Deutschland gegenübersteht Notwendigkeit Wirtschaft nachhaltige Grundlage stellen KI hierbei helfen Unternehmen dabei unterstützt effizienter umweltfreundlicher produzieren Beispiel intelligente Algorithmen dabei helfen Energieverbrauch reduzieren Materialnutzung optimieren weiterer Bereich KI wichtige Rolle spielt Gesundheitsversorgung Analyse großen Datenmengen Ärzten medizinischen Fachkräften dabei helfen Krankheiten frühzeitig erkennen effektiver behandeln Bereich Medikamentenentwicklung KI wertvolle Beiträge leisten Identifizierung neuer Wirkstoffe beschleunigt Kommentaren']"
15,14,4936,14_landwirtschaft_landwirte_bauern_landwirten,"['landwirtschaft', 'landwirte', 'bauern', 'landwirten', 'agrardiesel', 'landwirtinnen', 'agrarpolitik', 'landwirt', 'betriebe', 'ernährung']","['viele Jahre Deutschland Führung Reformen nachhaltigen Stärkung Landwirtschaft gegeben Versäumnisse korrigieren genau heute zusammen Fraktionen Bündnis Grünen FDP beschlossen Details gibt Teil Pakets steuerliche Gewinnglättung Tarifermäßigung Einkünfte Forstwirtschaft mildern Gewinnschwankungen aufgrund wechselnder Witterungsbedingungen etwa Dürreperioden ab Kürzung Basisprämie vorzunehmen Weidetierhaltung Grünland Gemeinsamen Agrarpolitik zusätzlich fördern Zudem bringen Novelle AgrarOLkG Bundestag stärken Stellung Landwirte Wertschöpfungskette Parallel bringen bisher größte Maßnahmenbündel Bürokratieabbau Landwirtschaft Dafür fast Vorschläge Bundesländern ausgewertet folgende Umsetzung gemeinsame Aufgabe Bund Ländern Zahlreiche Erleichterungen bereits verankert kommenden Woche Bundestag verabschieden Ergebnis umfangreiches Agrarpaket geschnürt landwirtschaftlichen Betriebe entlasten Wettbewerbsfähigkeit deutschen Landwirtschaft stärken', 'viele Jahre Deutschland Führung Reformen nachhaltigen Stärkung Landwirtschaft gegeben Versäumnisse korrigieren genau heute zusammen Fraktionen Bündnis Grünen FDP beschlossen Details gibt Teil Pakets steuerliche Gewinnglättung Tarifermäßigung Einkünfte Forstwirtschaft mildern Gewinnschwankungen aufgrund wechselnder Witterungsbedingungen etwa Dürreperioden ab Kürzung Basisprämie vorzunehmen Weidetierhaltung Grünland Gemeinsamen Agrarpolitik zusätzlich fördern Zudem bringen Novelle AgrarOLkG Bundestag stärken Stellung Landwirte Wertschöpfungskette Parallel bringen bisher größte Maßnahmenbündel Bürokratieabbau Landwirtschaft Dafür fast Vorschläge Bundesländern ausgewertet folgende Umsetzung gemeinsame Aufgabe Bund Ländern Zahlreiche Erleichterungen bereits verankert kommenden Woche Bundestag verabschieden Ergebnis umfangreiches Agrarpaket geschnürt landwirtschaftlichen Betriebe entlasten Wettbewerbsfähigkeit deutschen Landwirtschaft stärken', 'Koalitionsfraktionen SPD Bündnis Grünen FDP heute Agrarpaket zukunftsfeste Landwirtschaft beschlossen viele Jahre Deutschland Führung Reformen nachhaltigen Stärkung Landwirtschaft gegeben Versäumnisse korrigieren Teil Pakets steuerliche Gewinnglättung eigentlich Tarifermäßigung Einkünfte Forstwirtschaft mildern Gewinnschwankungen aufgrund wechselnder Witterungsbedingungen etwa Dürreperioden ab Kürzung Basisprämie vorzunehmen Weidetierhaltung Grünland Gemeinsamen Agrarpolitik zusätzlich fördern Zudem bringen Novelle AgrarOLkG Bundestag stärken Stellung Landwirte Wertschöpfungskette Parallel bringen bisher größte Maßnahmenbündel Bürokratieabbau Landwirtschaft Dafür fast Vorschläge Bundesländern ausgewertet folgende Umsetzung gemeinsame Aufgabe Bund Ländern Zahlreiche Erleichterungen bereits verankert kommenden Woche Bundestag verabschieden Ergebnis versprochen umfangreiches Agrarpaket geschnürt landwirtschaftlichen Betriebe entlasten Wettbewerbsfähigkeit deutschen Landwirtschaft stärken']"
16,15,3245,15_pizza_kaffee_tafel_pizza politik,"['pizza', 'kaffee', 'tafel', 'pizza politik', 'pizzaundpolitik', 'tafeln', 'politik', 'kuchen', 'lebensmittel', 'brot']","['Herzliche Einladung Pizza Politik findet bundesweite Aktionstag Pizza Politik statt natürlich Ludwigsburg lade ab Uhr Marktplatz Ludwigsburg Pizza Politik Pizza Politik bringt junge Menschen Politiker innen zusammen Tag lockerer Atmosphäre paar Pizzen austauschen Sicht Politik schildern lassen Gerne beantworte all Fragen Ludwigsburger Jusos dabei stehen Fragen Verfügung freue zahlreiche neue bekannte Gesichter pizzaundpilitik spd jusos ludwigsburg', 'Liebe ehrenamtlich engagierte Jugendliche liebe Schülerinnen Schüler möchte heute Veranstaltung Pizza Politik Juni Juli näher bringen Pizza Politik kommen junge Leute Politiker innen Gespräch Fragen loswerden diskutieren PIZZA POLITIK Pizza Politik treffen Politiker innen jungen Menschen Region Gemeinsam diskutieren jungen Menschen gerade interessiert Außerdem laden Politiker innen Pizza kalten Getränken VORBEIKOMMEN tolle Möglichkeit Abgeordneten Gespräch kommen kannst Fragen loswerden diskutieren einfach zuhören Politiker innen wichtig junge Menschen bewegt Selbstverständlich musst keinerlei politische Erfahrung mitbringen verpflichtest Außerdem gibt Pizza MITZUMACHEN melde folgenden Veranstaltungen Landkreis Northeim Pizza Politik Frauke Heiligenstadt Sebastian Penno Dienstag Juni Uhr Markt Northeim Pizza Politik Frauke Heiligenstadt René Kopka Freitag Juli Uhr Altendorfer Straße Einbeck Weitere Informationen erhältst Wahlkreisbüro Frauke Heiligenstadt MdB Anmeldung kannst ebenfalls darüber mitteilen', 'Kaffee']"
17,16,3019,16_fachkräfte_frauen_arbeitsmarkt_beschäftigten,"['fachkräfte', 'frauen', 'arbeitsmarkt', 'beschäftigten', 'pay', 'arbeit', 'ausbildung', 'equal', 'gewerkschaften', 'mehr']","['gute Arbeit faire Löhne Motto Ungebrochen solidarisch rufen Gewerkschaften Demos Tag Arbeit bessere Löhne Straße gehen aktueller je viele Menschen steigenden Preise Energie Lebensmittel tagtäglich große Herausforderung solidarisch Beschäftigten Gewerkschaften Lohnforderungen Streiks gerechtfertigt wer höhere Ausgaben braucht mehr Geld erwarten deshalb Mindestlohnkommission klare Empfehlung deutliche Erhöhung Mindestlohns weiterer wichtiger Schritt kräftige Rentenerhöhung Sommer Gemeinsam Gewerkschaften erfolgreich Strompreisbremse gekämpft Direktzahlungen Beschäftigte Rentner innen Studierende durchgesetzt Hartz IV Bürgergeld ersetzt Wohngeld ausgebaut Mindestlohn Kindergeld erhöht Richtig stehen Seite Menschen kleinem Portemonnaie sicher Krise kommen Klimakrise Griff bekommen Wirtschaft schnell klimaneutral Umbau Industrie darf zulasten Beschäftigten gehen Klimaschutz gute Arbeit schließen Gegenteil Betriebe konsequent nachhaltige Produktion setzen lassen Klimaziele erreichen Arbeitsplätze sichern Mitbestimmung Weiterbildung mehr Tarifbindung sorgen dabei richtigen Rahmenbedingungen', 'gute Arbeit faire Löhne Motto Ungebrochen solidarisch rufen Gewerkschaften Demos Tag Arbeit bessere Löhne Straße gehen aktueller je viele Menschen steigenden Preise Energie Lebensmittel tagtäglich große Herausforderung solidarisch Beschäftigten Gewerkschaften Lohnforderungen Streiks gerechtfertigt wer höhere Ausgaben braucht mehr Geld erwarten deshalb Mindestlohnkommission klare Empfehlung deutliche Erhöhung Mindestlohns weiterer wichtiger Schritt kräftige Rentenerhöhung Sommer Gemeinsam Gewerkschaften erfolgreich Strompreisbremse gekämpft Direktzahlungen Beschäftigte Rentner innen Studierende durchgesetzt Hartz IV Bürgergeld ersetzt Wohngeld ausgebaut Mindestlohn Kindergeld erhöht Richtig stehen Seite Menschen kleinem Portemonnaie sicher Krise kommen Klimakrise Griff bekommen Wirtschaft schnell klimaneutral Umbau Industrie darf zulasten Beschäftigten gehen Klimaschutz gute Arbeit schließen Gegenteil Betriebe konsequent nachhaltige Produktion setzen lassen Klimaziele erreichen Arbeitsplätze sichern Mitbestimmung Weiterbildung mehr Tarifbindung sorgen dabei richtigen Rahmenbedingungen', 'gute Arbeit faire Löhne Motto Ungebrochen solidarisch rufen Gewerkschaften Demos Tag Arbeit bessere Löhne Straße gehen aktueller je viele Menschen steigenden Preise Energie Lebensmittel tagtäglich große Herausforderung solidarisch Beschäftigten Gewerkschaften Lohnforderungen Streiks gerechtfertigt wer höhere Ausgaben braucht mehr Geld erwarten deshalb Mindestlohnkommission klare Empfehlung deutliche Erhöhung Mindestlohns weiterer wichtiger Schritt kräftige Rentenerhöhung Sommer Gemeinsam Gewerkschaften erfolgreich Strompreisbremse gekämpft Direktzahlungen Beschäftigte Rentner innen Studierende durchgesetzt Hartz IV Bürgergeld ersetzt Wohngeld ausgebaut Mindestlohn Kindergeld erhöht Richtig stehen Seite Menschen kleinem Portemonnaie sicher Krise kommen Klimakrise Griff bekommen Wirtschaft schnell klimaneutral Umbau Industrie darf zulasten Beschäftigten gehen Klimaschutz gute Arbeit schließen Gegenteil Betriebe konsequent nachhaltige Produktion setzen lassen Klimaziele erreichen Arbeitsplätze sichern Mitbestimmung Weiterbildung mehr Tarifbindung sorgen dabei richtigen Rahmenbedingungen']"
18,17,2933,17_https_https https_newsletter_quelle,"['https', 'https https', 'newsletter', 'quelle', 'quelle https', 'afd', 'link', 'bild https', 'https heute', 'findet']","['https https', 'https https', 'https https']"
19,18,2641,18_haushalt_sitzungswoche_woche_bundestag,"['haushalt', 'sitzungswoche', 'woche', 'bundestag', 'bundeshaushalt', 'haushaltsausschuss', 'haushaltswoche', 'bereinigungssitzung', 'uhr', 'haushaltsausschusses']","['Etats Ministerien stehen weitgehend gibt mehr Geld Freiwilligendienste BAföG Integrationskurse finale Beschluss Haushalt November gefasst Abstimmung erfolgt Dezember Wofür Bund Geld ausgibt darüber entscheidet Bundesregierung darüber entscheidet Bundestag Deswegen Entwurf Bundeshaushalts Regierung vorlegt Bundestag immer geändert verbessert bevor Parlament beschlossen Sitzung Haushaltsausschusses stattgefunden wichtige Beschlüsse Budgets Ministerien kommende Jahr gefasst wurden wichtigsten Ergebnisse Euro mehr Unterstützung jüdischen Lebens Bekämpfung Antisemitismus Euro mehr Freiwilligendienste Kürzungen komplett zurückgenommen Euro mehr fürs BAföG strukturelle Reform Euro mehr Jobturbo Arbeitsmarktintegration Weitere Beratungen finden nächste Woche statt nehmen Zeit Urteil Bundesverfassungsgerichts Transformationsfonds prüfen Bundeshaushalt übernächste Woche geplant Parlament beschließen', 'Woche drehte Bundestag ums Geld wofür Bund Geld ausgibt darüber entscheidet Bundesregierung darüber entscheiden Bundestagsabgeordnete Deswegen Entwurf Bundeshaushalts Regierung vorlegt Bundestag immer geändert verbessert bevor Parlament beschlossen Sitzung Haushaltsausschusses stattgefunden wichtige Beschlüsse Budgets Ministerien kommende Jahr gefasst wichtigsten Ergebnisse Euro mehr Unterstützung jüdischen Lebens Bekämpfung Antisemitismus Euro mehr Freiwilligendienste Kürzungen komplett zurückgenommen Euro mehr fürs Bafög strukturelle Reform Euro mehr Jobturbo Arbeitsmarktintegration Weitere Beratungen finden nächste Woche statt nehmen Zeit Urteil Bundesverfassungsgerichts Transformationsfonds prüfen Bundeshaushalt übernächste Woche geplant Parlament beschließen', 'Woche drehte Bundestag ums Geld wofür Bund Geld ausgibt darüber entscheidet Bundesregierung darüber entscheiden Bundestagsabgeordnete Deswegen Entwurf Bundeshaushalts Regierung vorlegt Bundestag immer geändert verbessert bevor Parlament beschlossen Sitzung Haushaltsausschusses stattgefunden wichtige Beschlüsse Budgets Ministerien kommende Jahr gefasst wichtigsten Ergebnisse Euro mehr Unterstützung jüdischen Lebens Bekämpfung Antisemitismus Euro mehr Freiwilligendienste Kürzungen komplett zurückgenommen Euro mehr fürs Bafög strukturelle Reform Euro mehr Jobturbo Arbeitsmarktintegration Weitere Beratungen finden nächste Woche statt nehmen Zeit Urteil Bundesverfassungsgerichts Transformationsfonds prüfen Bundeshaushalt übernächste Woche geplant Parlament beschließen']"
